,id,keyword,location,text,target,text_cleaned
4987,4987,epicentre,ddmlmdlgmlmlpgacclgcllc.gc,This means the only way i can describe my policy and theory is through uncountable number of absurd hyperprecise ar… https://t.co/WGjHU3iNIL,0,means way describe policy theory uncountable number absurd hyperprecise
4988,4988,epicentre,Chennai,#FattyLiver is the epicentre of all lifestyle diseases for Indians. 1 in 3 in Delhi has it. We need to address this early…,0,fattyliver epicentre lifestyle diseases indians delhi need address
4989,4989,epicentre,Cadigal-Wangal land/Sydney NSW,10 years ago today at 4:53pm a 7.0 earthquake struck Haiti 🇭🇹 The épicentre was close to Léogâne. It hit as people were le…,1,years ago today pm earthquake struck haiti epicentre close leogane hit people
4990,4990,epicentre,"Eivissa, Spain",SHINE Ibiza. The epicentre of trance in the summer at with … https://t.co/awLQlSSjyl,0,shine ibiza epicentre trance summer
4991,4991,epicentre,,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress MP Shashi…",0,visiting jawaharlal nehru university jnu new epicentre violent protests country congress mp
4992,4992,epicentre,Australia,We're streaming the Reunion Show on January 17th at 8:30pm AEDT. It’s $9.95 AUD to stream the show with all proceeds going…,0,streaming reunion show january th pm aedt aud stream show proceeds
4993,4993,epicentre,,Australia is the epicentre right now of a multi-billion dollar orchestrated campaign by the mining industry &amp; big media to…,0,australia epicentre right multibillion dollar orchestrated campaign mining industry amp big media
4994,4994,epicentre,,"For those asking... It will be available on demand too! Same link, same donation, but you can watch it at your leisure! Mak…",0,asking available demand link donation watch leisure
4995,4995,epicentre,"Duncan, British Columbia",Must be nice to not have lived in the epicentre where our community is still dealing with it and acts of violence a… https://t.co/MJAl3wIIOC,0,must nice lived epicentre community still dealing acts violence
4996,4996,epicentre,,#FattyLiver is the epicentre of all lifestyle diseases for Indians. 1 in 3 in Delhi has it. We need to address thi… https://t.co/p14vddScZO,0,fattyliver epicentre lifestyle diseases indians delhi need address
4997,4997,epicentre,Ireland | Scotland | Inuit | Россия | Skandinavien,"Stigmabase | HIV — state of the HIV epidemic in rural KwaZulu-Natal, South Africa: South Africa is at the epicentre… https://t.co/WAXzEx2hqq",1,stigmabase hiv state hiv epidemic rural kwazulunatal south africa south africa
4998,4998,epicentre,Ireland | Scotland | Inuit | Россия | Skandinavien,"Stigmabase — state of the HIV epidemic in rural KwaZulu-Natal, South Africa: South Africa is at the epicentre of t… https://t.co/58KFGs8L6x",1,stigmabase state hiv epidemic rural kwazulunatal south africa south africa epicentre
4999,4999,epicentre,Americas | United Kingdom,"Newsroom | HIV : South Africa is at the epicentre of the HIV pandemic, with the world's highest number of new… https://t.co/Gst6uaA5EF",1,newsroom hiv south africa epicentre hiv pandemic worlds highest number
5000,5000,epicentre,Americas | United Kingdom,"HIV | #Stigmabase — South Africa is at the epicentre of the HIV pandemic, with the world's highest number of new… https://t.co/txDkF9kgie",1,hiv stigmabase south africa epicentre hiv pandemic worlds highest number
5001,5001,epicentre,India,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress M… https://t.co/IOpIZTcDgj",0,visiting jawaharlal nehru university jnu new epicentre violent protests country congress
5002,5002,epicentre,"Penrith, Sydney","Just say it. Australia is run by a propaganda mill in Murdoch. All 3 ‘leaders’ of the UK, US &amp; Aus were…",0,say australia run propaganda mill murdoch leaders uk us amp aus
5003,5003,epicentre,,The epicentre of the universe. 😊,0,epicentre universe
5004,5004,epicentre,,Let us make 2020 a watershed year for the nation. Let us #MakeBlockchainInIndia and make India the epicentre of the Global Bl…,0,let us make watershed year nation let us makeblockchaininindia make india epicentre global
5005,5005,epicentre,Melbourne,Bloke on the tram just spilled the vast majority of his chocolate Big M all over the floor. Then moved away from th… https://t.co/PHpobOJnUk,0,bloke tram spilled vast majority chocolate big floor moved away
5006,5006,epicentre,"Québec, Canada",Hunh. Turns out the epicentre of this morning's earthquake was mere miles from our place. I guess that's why the pr… https://t.co/rFDx59emTL,1,hunh turns epicentre mornings earthquake mere miles place guess thats
5007,5007,epicentre,"Toronto, CANADA",Funny story about today’s earthquake: Natural Resources Canada says its epicentre was just south of the U.S. border. The USGS…,1,funny story todays earthquake natural resources canada says epicentre south us border
5008,5008,epicentre,"Charlottetown, Prince Edward Island","Want to receive $15,000 in funding &amp; entrepreneurial training to help commercialize your research? Attend a …",0,want receive funding amp entrepreneurial training help commercialize research attend
5009,5009,epicentre,Montreal,Funny story about today’s earthquake: Natural Resources Canada says its epicentre was just south of the U.S. border… https://t.co/841luXWTmQ,1,funny story todays earthquake natural resources canada says epicentre south us
5010,5010,epicentre,,"Cudgewa in the epicentre of the fires near Corryong, all pasture paddocks burnt , houses burnt , stock losses , cat… https://t.co/Q7Tcsn6jyR",1,cudgewa epicentre fires near corryong pasture paddocks burnt houses burnt stock losses
5011,5011,epicentre,"Brisbane, Australia",Swiss Naturopaths needed for a ground-breaking study of Naturopathic practice. Find out more at: https://t.co/joSbtKl…,0,swiss naturopaths needed groundbreaking study naturopathic practice find
5012,5012,epicentre,Australia,Swiss Naturopaths needed for a ground-breaking study of Naturopathic practice. Find out more at:… https://t.co/kmovZWPmvC,0,swiss naturopaths needed groundbreaking study naturopathic practice find
5013,5013,epicentre,"Canada, Deutschland","The epicentre was located 65 kilometres southwest of the Montérégie region in Chateaugay, N.Y. https://t.co/fVBd3fi6tR",1,epicentre located kilometres southwest monteregie region chateaugay ny
5014,5014,epicentre,England,"Excellent report. With forward by : ""In a State where corruption lies at the epicentre of power, all our…",0,excellent report forward state corruption lies epicentre power
5015,5015,epicentre,"Kota,rajasthan","#StephensCollege... DAMN IT... Now the #Epicentre is Shifted out of JNU To St.Stephens College... Talk Sense, U Protest…",0,stephenscollege damn epicentre shifted jnu ststephens college talk sense u
5016,5016,epicentre,Southerner #GeordieByChoice,Congratulations. I always described the first few weeks as living in a parallel universe in your u… https://t.co/WwfUGouJzr,0,congratulations always described first weeks living parallel universe
5017,5017,epicentre,Charlotte North Carolina,So excited for Unknown Artists Band Live at the Epicentre Jan 24th! You can grab your tickets HERE&gt;… https://t.co/IZGIvKfNmb,0,excited unknown artists band live epicentre jan th grab tickets
5018,5018,evacuate,,"Yes, we’ve had fires. But never on this scale. We’ve never had fires that wiped out one BILLION animals. We’ve never…",0,yes weve fires never scale weve never fires wiped one billion animals weve
5019,5019,evacuate,,Please when you evacuate to safer grounds please DO NOT leave your pets behind 😔 animals deserve to be safe too 😔… https://t.co/OU115hEir5,0,please evacuate safer grounds please leave pets behind animals deserve safe
5020,5020,evacuate,"Silang, Cavite Philippines","If you are in need of a place to evacuate to in Batangas, or know of someone who does, we have a place for you. Please c…",0,need place evacuate batangas know someone place please
5021,5021,evacuate,Durham  N.C.,"NEW: Ben Carson promised to act after 4 died of carbon monoxide poisoning in public housing in 2019. One year later, HUD *s…",1,new ben carson promised act died carbon monoxide poisoning public housing one year later hud
5022,5022,evacuate,london,"Oh, that's the little restaurant that got badly teargassed one weekday evening. They had a horrible time because the do…",0,oh thats little restaurant got badly teargassed one weekday evening horrible time
5023,5023,evacuate,,"In Philippines, Volcanic Eruption Forces Residents to Evacuate Homes https://t.co/ti6EWS3snJ",1,philippines volcanic eruption forces residents evacuate homes
5024,5024,evacuate,Pavillion 3,Stay Alert. Be prepared in case you need to evacuate. Keep safe. https://t.co/uKR9TZTopz,0,stay alert prepared case need evacuate keep safe
5025,5025,evacuate,"Senja Island, Norway ",that's what I'm saying. People should evacuate from the volcano complex area immediately. Because there's anoth…,0,thats im saying people evacuate volcano complex area immediately theres
5026,5026,evacuate,JP,"Bridal couple were little affected in contrast to the 24,000 people who have been forced to evacuate. #FMTNews #Wedding https…",0,bridal couple little affected contrast people forced evacuate fmtnews wedding
5027,5027,evacuate,,I live near Tagaytay area &amp; friend of mine from Manila keep asking me last night to evacuate and go their place. My react…,0,live near tagaytay area amp friend mine manila keep asking last night evacuate go place
5028,5028,evacuate,,Experts warned that the Taal volcano eruption could get worse and plans are being made to evacuate hundreds of thousands more…,1,experts warned taal volcano eruption could get worse plans made evacuate hundreds thousands
5029,5029,evacuate,"ÜT: 3.099457,101.681025","Bridal couple were little affected in contrast to the 24,000 people who have been forced to evacuate. #FMTNews… https://t.co/3tYQ0niMTP",0,bridal couple little affected contrast people forced evacuate
5030,5030,evacuate,"Lisboa, Portugal",We are the one who evacuate from Taal Eruption. And we felt all the struggles while evac. And thanks GOD we all safe. 😭…,0,one evacuate taal eruption felt struggles evac thanks god safe
5031,5031,evacuate,,A volcanic eruption is not a tragedy in itself. Tragedy strikes when people &amp; animals get c… https://t.co/e0CKivUDav,0,volcanic eruption tragedy tragedy strikes people amp animals get
5032,5032,evacuate,,Thousands of residents from Talisay and other towns in Batangas were forced to evacuate because of the Taal Volcano eru…,1,thousands residents talisay towns batangas forced evacuate taal volcano
5033,5033,evacuate,,Indian Army struggling to pick dead bodies and evacuate injured soldiers. Indian Army raising white flag. This they should…,1,indian army struggling pick dead bodies evacuate injured soldiers indian army raising white flag
5034,5034,evacuate,Republic of the Philippines,Let's listen to the experts for a change. I hope they evacuate all including the hapless animals before it's really too lat…,0,lets listen experts change hope evacuate including hapless animals really
